link;year_op;transport_tech;power_capacity_max;power_capacity_min
BE-NL;2041;hvac;3600.0;3600.0
BE-NL;2041;hvdc;0.0;0.0
BE-UK;2041;hvac;0.0;0.0
BE-UK;2041;hvdc;3600.0;3600.0
BG-GR;2041;hvac;1800.0;1800.0
BG-GR;2041;hvdc;0.0;0.0
BG-MK;2041;hvac;600.0;600.0
BG-MK;2041;hvdc;0.0;0.0
BG-RO;2041;hvac;3000.0;3000.0
BG-RO;2041;hvdc;0.0;0.0
BG-RS;2041;hvac;600.0;600.0
BG-RS;2041;hvdc;0.0;0.0
BG-TR;2041;hvac;648.0;648.0
BG-TR;2041;hvdc;0.0;0.0
CH-AT;2041;hvac;1800.0;1800.0
CH-AT;2041;hvdc;0.0;0.0
CH-DE;2041;hvac;6300.0;6300.0
CH-DE;2041;hvdc;0.0;0.0
CH-FR;2041;hvac;2100.0;2100.0
CH-FR;2041;hvdc;0.0;0.0
CH-IT;2041;hvac;6858.0;6858.0
CH-IT;2041;hvdc;0.0;0.0
CZ-AT;2041;hvac;1350.0;1350.0
CZ-AT;2041;hvdc;0.0;0.0
CZ-DE;2041;hvac;4500.0;4500.0
CZ-DE;2041;hvdc;0.0;0.0
CZ-PL;2041;hvac;1575.0;1575.0
CZ-PL;2041;hvdc;0.0;0.0
CZ-SK;2041;hvac;2857.5;2857.5
CZ-SK;2041;hvdc;0.0;0.0
DE-AT;2041;hvac;11250.0;11250.0
DE-AT;2041;hvdc;0.0;0.0
DE-BE;2041;hvac;0.0;0.0
DE-BE;2041;hvdc;1500.0;1500.0
DE-CH;2041;hvac;6600.0;6600.0
DE-CH;2041;hvdc;0.0;0.0
DE-CZ;2041;hvac;4500.0;4500.0
DE-CZ;2041;hvdc;0.0;0.0
DE-DK;2041;hvac;5850.0;5850.0
DE-DK;2041;hvdc;3900.0;3900.0
DE-FR;2041;hvac;7200.0;7200.0
DE-FR;2041;hvdc;0.0;0.0
DE-LU;2041;hvac;5550.0;5550.0
DE-LU;2041;hvdc;0.0;0.0
DE-NL;2041;hvac;7500.0;7500.0
DE-NL;2041;hvdc;0.0;0.0
DE-NO;2041;hvac;0.0;0.0
DE-NO;2041;hvdc;2100.0;2100.0
DE-PL;2041;hvac;4500.0;4500.0
DE-PL;2041;hvdc;0.0;0.0
DE-SE;2041;hvac;0.0;0.0
DE-SE;2041;hvdc;922.5;922.5
DE-UK;2041;hvac;0.0;0.0
DE-UK;2041;hvdc;2100.0;2100.0
DK-BE;2041;hvac;0.0;0.0
DK-BE;2041;hvdc;0.0;0.0
DK-DE;2041;hvac;5850.0;5850.0
DK-DE;2041;hvdc;3877.5;3877.5
DK-NL;2041;hvac;0.0;0.0
DK-NL;2041;hvdc;1050.0;1050.0
DK-NO;2041;hvac;0.0;0.0
DK-NO;2041;hvdc;2448.0;2448.0
DK-SE;2041;hvac;2550.0;2550.0
DK-SE;2041;hvdc;1072.5;1072.5
DK-UK;2041;hvac;0.0;0.0
DK-UK;2041;hvdc;2100.0;2100.0
EE-FI;2041;hvac;0.0;0.0
EE-FI;2041;hvdc;1524.0;1524.0
EE-LV;2041;hvac;1552.5;1552.5
EE-LV;2041;hvdc;0.0;0.0
ES-FR;2041;hvac;8400.0;8400.0
ES-FR;2041;hvdc;0.0;0.0
ES-PT;2041;hvac;6300.0;6300.0
ES-PT;2041;hvdc;0.0;0.0
FI-EE;2041;hvac;0.0;0.0
FI-EE;2041;hvdc;1524.0;1524.0
FI-NO;2041;hvac;120.0;120.0
FI-NO;2041;hvdc;0.0;0.0
FI-SE;2041;hvac;3000.0;3000.0
FI-SE;2041;hvdc;1800.0;1800.0
FR-BE;2041;hvac;6450.0;6450.0
FR-BE;2041;hvdc;0.0;0.0
FR-CH;2041;hvac;5550.0;5550.0
FR-CH;2041;hvdc;0.0;0.0
FR-DE;2041;hvac;7200.0;7200.0
FR-DE;2041;hvdc;0.0;0.0
FR-ES;2041;hvac;7950.0;7950.0
FR-ES;2041;hvdc;0.0;0.0
FR-IE;2041;hvac;0.0;0.0
FR-IE;2041;hvdc;1050.0;1050.0
FR-IT;2041;hvac;4927.5;4927.5
FR-IT;2041;hvdc;1800.0;1800.0
FR-UK;2041;hvac;0.0;0.0
FR-UK;2041;hvdc;6000.0;6000.0
GR-AL;2041;hvac;900.0;900.0
GR-AL;2041;hvdc;0.0;0.0
GR-BG;2041;hvac;1800.0;1800.0
GR-BG;2041;hvdc;0.0;0.0
GR-IT;2041;hvac;0.0;0.0
GR-IT;2041;hvdc;750.0;750.0
GR-MK;2041;hvac;1650.0;1650.0
GR-MK;2041;hvdc;0.0;0.0
GR-TR;2041;hvac;990.0;990.0
GR-TR;2041;hvdc;0.0;0.0
HR-BA;2041;hvac;1200.0;1200.0
HR-BA;2041;hvdc;0.0;0.0
HR-HU;2041;hvac;1200.0;1200.0
HR-HU;2041;hvdc;0.0;0.0
HR-RS;2041;hvac;450.0;450.0
HR-RS;2041;hvdc;0.0;0.0
HR-SI;2041;hvac;2250.0;2250.0
HR-SI;2041;hvdc;0.0;0.0
HU-AT;2041;hvac;1200.0;1200.0
HU-AT;2041;hvdc;0.0;0.0
HU-HR;2041;hvac;1500.0;1500.0
HU-HR;2041;hvdc;0.0;0.0
HU-RO;2041;hvac;1950.0;1950.0
HU-RO;2041;hvdc;0.0;0.0
HU-RS;2041;hvac;1380.0;1380.0
HU-RS;2041;hvdc;0.0;0.0
HU-SI;2041;hvac;1800.0;1800.0
HU-SI;2041;hvdc;0.0;0.0
HU-SK;2041;hvac;2299.5;2299.5
HU-SK;2041;hvdc;0.0;0.0
IE-FR;2041;hvac;0.0;0.0
IE-FR;2041;hvdc;1050.0;1050.0
IE-UK;2041;hvac;1875.0;1875.0
IE-UK;2041;hvdc;1500.0;1500.0
IT-AT;2041;hvac;817.5;817.5
IT-AT;2041;hvdc;0.0;0.0
IT-CH;2041;hvac;2865.0;2865.0
IT-CH;2041;hvdc;0.0;0.0
IT-FR;2041;hvac;1440.0;1440.0
IT-FR;2041;hvdc;1800.0;1800.0
IT-GR;2041;hvac;0.0;0.0
IT-GR;2041;hvdc;750.0;750.0
IT-ME;2041;hvac;0.0;0.0
IT-ME;2041;hvdc;900.0;900.0
IT-MT;2041;hvac;675.0;675.0
IT-MT;2041;hvdc;0.0;0.0
IT-SI;2041;hvac;1020.0;1020.0
IT-SI;2041;hvdc;0.0;0.0
LT-LV;2041;hvac;1500.0;1500.0
LT-LV;2041;hvdc;0.0;0.0
LT-PL;2041;hvac;225.0;225.0
LT-PL;2041;hvdc;0.0;0.0
LT-SE;2041;hvac;0.0;0.0
LT-SE;2041;hvdc;1050.0;1050.0
LU-DE;2041;hvac;5550.0;5550.0
LU-DE;2041;hvdc;0.0;0.0
LV-EE;2041;hvac;1267.5;1267.5
LV-EE;2041;hvdc;0.0;0.0
LV-LT;2041;hvac;1275.0;1275.0
LV-LT;2041;hvdc;0.0;0.0
ME-AL;2041;hvac;450.0;450.0
ME-AL;2041;hvdc;0.0;0.0
ME-BA;2041;hvac;750.0;750.0
ME-BA;2041;hvdc;0.0;0.0
ME-IT;2041;hvac;0.0;0.0
ME-IT;2041;hvdc;900.0;900.0
ME-RS;2041;hvac;600.0;600.0
ME-RS;2041;hvdc;0.0;0.0
MK-AL;2041;hvac;750.0;750.0
MK-AL;2041;hvdc;0.0;0.0
MK-BG;2041;hvac;600.0;600.0
MK-BG;2041;hvdc;0.0;0.0
MK-GR;2041;hvac;1275.0;1275.0
MK-GR;2041;hvdc;0.0;0.0
MK-RS;2041;hvac;900.0;900.0
MK-RS;2041;hvdc;0.0;0.0
MT-IT;2041;hvac;637.5;637.5
MT-IT;2041;hvdc;0.0;0.0
NL-BE;2041;hvac;5100.0;5100.0
NL-BE;2041;hvdc;0.0;0.0
NL-DE;2041;hvac;7500.0;7500.0
NL-DE;2041;hvdc;0.0;0.0
NL-DK;2041;hvac;0.0;0.0
NL-DK;2041;hvdc;1050.0;1050.0
NL-NO;2041;hvac;0.0;0.0
NL-NO;2041;hvdc;1050.0;1050.0
NL-UK;2041;hvac;0.0;0.0
NL-UK;2041;hvdc;1500.0;1500.0
NO-DE;2041;hvac;0.0;0.0
NO-DE;2041;hvdc;2100.0;2100.0
NO-DK;2041;hvac;0.0;0.0
NO-DK;2041;hvdc;2448.0;2448.0
NO-FI;2041;hvac;120.0;120.0
NO-FI;2041;hvdc;0.0;0.0
NO-NL;2041;hvac;0.0;0.0
NO-NL;2041;hvdc;1050.0;1050.0
NO-SE;2041;hvac;5542.5;5542.5
NO-SE;2041;hvdc;0.0;0.0
NO-UK;2041;hvac;0.0;0.0
NO-UK;2041;hvdc;2100.0;2100.0
PL-CZ;2041;hvac;1500.0;1500.0
PL-CZ;2041;hvdc;0.0;0.0
PL-DE;2041;hvac;4500.0;4500.0
PL-DE;2041;hvdc;0.0;0.0
PL-LT;2041;hvac;225.0;225.0
PL-LT;2041;hvdc;0.0;0.0
PL-SE;2041;hvac;0.0;0.0
PL-SE;2041;hvdc;900.0;900.0
PL-SK;2041;hvac;1341.0;1341.0
PL-SK;2041;hvdc;0.0;0.0
PT-ES;2041;hvac;5250.0;5250.0
PT-ES;2041;hvdc;0.0;0.0
RO-BG;2041;hvac;3000.0;3000.0
RO-BG;2041;hvdc;0.0;0.0
RO-HU;2041;hvac;2100.0;2100.0
RO-HU;2041;hvdc;0.0;0.0
RO-RS;2041;hvac;1950.0;1950.0
RO-RS;2041;hvdc;0.0;0.0
RS-AL;2041;hvac;375.0;375.0
RS-AL;2041;hvdc;0.0;0.0
RS-BA;2041;hvac;1200.0;1200.0
RS-BA;2041;hvdc;0.0;0.0
RS-BG;2041;hvac;600.0;600.0
RS-BG;2041;hvdc;0.0;0.0
RS-HR;2041;hvac;450.0;450.0
RS-HR;2041;hvdc;0.0;0.0
RS-HU;2041;hvac;2085.0;2085.0
RS-HU;2041;hvdc;0.0;0.0
RS-ME;2041;hvac;750.0;750.0
RS-ME;2041;hvdc;0.0;0.0
RS-MK;2041;hvac;900.0;900.0
RS-MK;2041;hvdc;0.0;0.0
RS-RO;2041;hvac;1950.0;1950.0
RS-RO;2041;hvdc;0.0;0.0
SE-DE;2041;hvac;0.0;0.0
SE-DE;2041;hvdc;922.5;922.5
SE-DK;2041;hvac;1950.0;1950.0
SE-DK;2041;hvdc;1072.5;1072.5
SE-FI;2041;hvac;3000.0;3000.0
SE-FI;2041;hvdc;1800.0;1800.0
SE-LT;2041;hvac;0.0;0.0
SE-LT;2041;hvdc;1050.0;1050.0
SE-NO;2041;hvac;5992.5;5992.5
SE-NO;2041;hvdc;0.0;0.0
SE-PL;2041;hvac;0.0;0.0
SE-PL;2041;hvdc;900.0;900.0
SI-AT;2041;hvac;1425.0;1425.0
SI-AT;2041;hvdc;0.0;0.0
SI-HR;2041;hvac;2250.0;2250.0
SI-HR;2041;hvdc;0.0;0.0
SI-HU;2041;hvac;1800.0;1800.0
SI-HU;2041;hvdc;0.0;0.0
SI-IT;2041;hvac;1200.0;1200.0
SI-IT;2041;hvdc;0.0;0.0
SK-CZ;2041;hvac;2400.0;2400.0
SK-CZ;2041;hvdc;0.0;0.0
SK-HU;2041;hvac;4597.5;4597.5
SK-HU;2041;hvdc;0.0;0.0
SK-PL;2041;hvac;1665.0;1665.0
SK-PL;2041;hvdc;0.0;0.0
TR-BG;2041;hvac;501.0;501.0
TR-BG;2041;hvdc;0.0;0.0
TR-GR;2041;hvac;870.0;870.0
TR-GR;2041;hvdc;0.0;0.0
UK-BE;2041;hvac;0.0;0.0
UK-BE;2041;hvdc;3600.0;3600.0
UK-DE;2041;hvac;0.0;0.0
UK-DE;2041;hvdc;2100.0;2100.0
UK-DK;2041;hvac;0.0;0.0
UK-DK;2041;hvdc;2100.0;2100.0
UK-FR;2041;hvac;0.0;0.0
UK-FR;2041;hvdc;6000.0;6000.0
UK-IE;2041;hvac;1800.0;1800.0
UK-IE;2041;hvdc;1500.0;1500.0
UK-NL;2041;hvac;0.0;0.0
UK-NL;2041;hvdc;1500.0;1500.0
UK-NO;2041;hvac;0.0;0.0
UK-NO;2041;hvdc;2100.0;2100.0
AL-GR;2051;hvac;800.0;800.0
AL-GR;2051;hvdc;0.0;0.0
AL-ME;2051;hvac;600.0;600.0
AL-ME;2051;hvdc;0.0;0.0
AL-MK;2051;hvac;1000.0;1000.0
AL-MK;2051;hvdc;0.0;0.0
AL-RS;2051;hvac;500.0;500.0
AL-RS;2051;hvdc;0.0;0.0
AT-CH;2051;hvac;2400.0;2400.0
AT-CH;2051;hvdc;0.0;0.0
AT-CZ;2051;hvac;1800.0;1800.0
AT-CZ;2051;hvdc;0.0;0.0
AT-DE;2051;hvac;15000.0;15000.0
AT-DE;2051;hvdc;0.0;0.0
AT-HU;2051;hvac;1600.0;1600.0
AT-HU;2051;hvdc;0.0;0.0
AT-IT;2051;hvac;1450.0;1450.0
AT-IT;2051;hvdc;0.0;0.0
AT-SI;2051;hvac;1900.0;1900.0
AT-SI;2051;hvdc;0.0;0.0
BA-HR;2051;hvac;1600.0;1600.0
BA-HR;2051;hvdc;0.0;0.0
BA-ME;2051;hvac;1000.0;1000.0
BA-ME;2051;hvdc;0.0;0.0
BA-RS;2051;hvac;1600.0;1600.0
BA-RS;2051;hvdc;0.0;0.0
BE-DE;2051;hvac;0.0;0.0
BE-DE;2051;hvdc;2000.0;2000.0
BE-DK;2051;hvac;0.0;0.0
BE-DK;2051;hvdc;0.0;0.0
BE-FR;2051;hvac;5600.0;5600.0
BE-FR;2051;hvdc;0.0;0.0
BE-NL;2051;hvac;4800.0;4800.0
BE-NL;2051;hvdc;0.0;0.0
BE-UK;2051;hvac;0.0;0.0
BE-UK;2051;hvdc;4800.0;4800.0
BG-GR;2051;hvac;2400.0;2400.0
BG-GR;2051;hvdc;0.0;0.0
BG-MK;2051;hvac;800.0;800.0
BG-MK;2051;hvdc;0.0;0.0
BG-RO;2051;hvac;4000.0;4000.0
BG-RO;2051;hvdc;0.0;0.0
BG-RS;2051;hvac;800.0;800.0
BG-RS;2051;hvdc;0.0;0.0
BG-TR;2051;hvac;864.0;864.0
BG-TR;2051;hvdc;0.0;0.0
CH-AT;2051;hvac;2400.0;2400.0
CH-AT;2051;hvdc;0.0;0.0
CH-DE;2051;hvac;8400.0;8400.0
CH-DE;2051;hvdc;0.0;0.0
CH-FR;2051;hvac;2800.0;2800.0
CH-FR;2051;hvdc;0.0;0.0
CH-IT;2051;hvac;9144.0;9144.0
CH-IT;2051;hvdc;0.0;0.0
CZ-AT;2051;hvac;1800.0;1800.0
CZ-AT;2051;hvdc;0.0;0.0
CZ-DE;2051;hvac;6000.0;6000.0
CZ-DE;2051;hvdc;0.0;0.0
CZ-PL;2051;hvac;2100.0;2100.0
CZ-PL;2051;hvdc;0.0;0.0
CZ-SK;2051;hvac;3810.0;3810.0
CZ-SK;2051;hvdc;0.0;0.0
DE-AT;2051;hvac;15000.0;15000.0
DE-AT;2051;hvdc;0.0;0.0
DE-BE;2051;hvac;0.0;0.0
DE-BE;2051;hvdc;2000.0;2000.0
DE-CH;2051;hvac;8800.0;8800.0
DE-CH;2051;hvdc;0.0;0.0
DE-CZ;2051;hvac;6000.0;6000.0
DE-CZ;2051;hvdc;0.0;0.0
DE-DK;2051;hvac;7800.0;7800.0
DE-DK;2051;hvdc;5200.0;5200.0
DE-FR;2051;hvac;9600.0;9600.0
DE-FR;2051;hvdc;0.0;0.0
DE-LU;2051;hvac;7400.0;7400.0
DE-LU;2051;hvdc;0.0;0.0
DE-NL;2051;hvac;10000.0;10000.0
DE-NL;2051;hvdc;0.0;0.0
DE-NO;2051;hvac;0.0;0.0
DE-NO;2051;hvdc;2800.0;2800.0
DE-PL;2051;hvac;6000.0;6000.0
DE-PL;2051;hvdc;0.0;0.0
DE-SE;2051;hvac;0.0;0.0
DE-SE;2051;hvdc;1230.0;1230.0
DE-UK;2051;hvac;0.0;0.0
DE-UK;2051;hvdc;2800.0;2800.0
DK-BE;2051;hvac;0.0;0.0
DK-BE;2051;hvdc;0.0;0.0
DK-DE;2051;hvac;7800.0;7800.0
DK-DE;2051;hvdc;5170.0;5170.0
DK-NL;2051;hvac;0.0;0.0
DK-NL;2051;hvdc;1400.0;1400.0
DK-NO;2051;hvac;0.0;0.0
DK-NO;2051;hvdc;3264.0;3264.0
DK-SE;2051;hvac;3400.0;3400.0
DK-SE;2051;hvdc;1430.0;1430.0
DK-UK;2051;hvac;0.0;0.0
DK-UK;2051;hvdc;2800.0;2800.0
EE-FI;2051;hvac;0.0;0.0
EE-FI;2051;hvdc;2032.0;2032.0
EE-LV;2051;hvac;2070.0;2070.0
EE-LV;2051;hvdc;0.0;0.0
ES-FR;2051;hvac;11200.0;11200.0
ES-FR;2051;hvdc;0.0;0.0
ES-PT;2051;hvac;8400.0;8400.0
ES-PT;2051;hvdc;0.0;0.0
FI-EE;2051;hvac;0.0;0.0
FI-EE;2051;hvdc;2032.0;2032.0
FI-NO;2051;hvac;160.0;160.0
FI-NO;2051;hvdc;0.0;0.0
FI-SE;2051;hvac;4000.0;4000.0
FI-SE;2051;hvdc;2400.0;2400.0
FR-BE;2051;hvac;8600.0;8600.0
FR-BE;2051;hvdc;0.0;0.0
FR-CH;2051;hvac;7400.0;7400.0
FR-CH;2051;hvdc;0.0;0.0
FR-DE;2051;hvac;9600.0;9600.0
FR-DE;2051;hvdc;0.0;0.0
FR-ES;2051;hvac;10600.0;10600.0
FR-ES;2051;hvdc;0.0;0.0
FR-IE;2051;hvac;0.0;0.0
FR-IE;2051;hvdc;1400.0;1400.0
FR-IT;2051;hvac;6570.0;6570.0
FR-IT;2051;hvdc;2400.0;2400.0
FR-UK;2051;hvac;0.0;0.0
FR-UK;2051;hvdc;8000.0;8000.0
GR-AL;2051;hvac;1200.0;1200.0
GR-AL;2051;hvdc;0.0;0.0
GR-BG;2051;hvac;2400.0;2400.0
GR-BG;2051;hvdc;0.0;0.0
GR-IT;2051;hvac;0.0;0.0
GR-IT;2051;hvdc;1000.0;1000.0
GR-MK;2051;hvac;2200.0;2200.0
GR-MK;2051;hvdc;0.0;0.0
GR-TR;2051;hvac;1320.0;1320.0
GR-TR;2051;hvdc;0.0;0.0
HR-BA;2051;hvac;1600.0;1600.0
HR-BA;2051;hvdc;0.0;0.0
HR-HU;2051;hvac;1600.0;1600.0
HR-HU;2051;hvdc;0.0;0.0
HR-RS;2051;hvac;600.0;600.0
HR-RS;2051;hvdc;0.0;0.0
HR-SI;2051;hvac;3000.0;3000.0
HR-SI;2051;hvdc;0.0;0.0
HU-AT;2051;hvac;1600.0;1600.0
HU-AT;2051;hvdc;0.0;0.0
HU-HR;2051;hvac;2000.0;2000.0
HU-HR;2051;hvdc;0.0;0.0
HU-RO;2051;hvac;2600.0;2600.0
HU-RO;2051;hvdc;0.0;0.0
HU-RS;2051;hvac;1840.0;1840.0
HU-RS;2051;hvdc;0.0;0.0
HU-SI;2051;hvac;2400.0;2400.0
HU-SI;2051;hvdc;0.0;0.0
HU-SK;2051;hvac;3066.0;3066.0
HU-SK;2051;hvdc;0.0;0.0
IE-FR;2051;hvac;0.0;0.0
IE-FR;2051;hvdc;1400.0;1400.0
IE-UK;2051;hvac;2500.0;2500.0
IE-UK;2051;hvdc;2000.0;2000.0
IT-AT;2051;hvac;1090.0;1090.0
IT-AT;2051;hvdc;0.0;0.0
IT-CH;2051;hvac;3820.0;3820.0
IT-CH;2051;hvdc;0.0;0.0
IT-FR;2051;hvac;1920.0;1920.0
IT-FR;2051;hvdc;2400.0;2400.0
IT-GR;2051;hvac;0.0;0.0
IT-GR;2051;hvdc;1000.0;1000.0
IT-ME;2051;hvac;0.0;0.0
IT-ME;2051;hvdc;1200.0;1200.0
IT-MT;2051;hvac;900.0;900.0
IT-MT;2051;hvdc;0.0;0.0
IT-SI;2051;hvac;1360.0;1360.0
IT-SI;2051;hvdc;0.0;0.0
LT-LV;2051;hvac;2000.0;2000.0
LT-LV;2051;hvdc;0.0;0.0
LT-PL;2051;hvac;300.0;300.0
LT-PL;2051;hvdc;0.0;0.0
LT-SE;2051;hvac;0.0;0.0
LT-SE;2051;hvdc;1400.0;1400.0
LU-DE;2051;hvac;7400.0;7400.0
LU-DE;2051;hvdc;0.0;0.0
LV-EE;2051;hvac;1690.0;1690.0
LV-EE;2051;hvdc;0.0;0.0
LV-LT;2051;hvac;1700.0;1700.0
LV-LT;2051;hvdc;0.0;0.0
ME-AL;2051;hvac;600.0;600.0
ME-AL;2051;hvdc;0.0;0.0
ME-BA;2051;hvac;1000.0;1000.0
ME-BA;2051;hvdc;0.0;0.0
ME-IT;2051;hvac;0.0;0.0
ME-IT;2051;hvdc;1200.0;1200.0
ME-RS;2051;hvac;800.0;800.0
ME-RS;2051;hvdc;0.0;0.0
MK-AL;2051;hvac;1000.0;1000.0
MK-AL;2051;hvdc;0.0;0.0
MK-BG;2051;hvac;800.0;800.0
MK-BG;2051;hvdc;0.0;0.0
MK-GR;2051;hvac;1700.0;1700.0
MK-GR;2051;hvdc;0.0;0.0
MK-RS;2051;hvac;1200.0;1200.0
MK-RS;2051;hvdc;0.0;0.0
MT-IT;2051;hvac;850.0;850.0
MT-IT;2051;hvdc;0.0;0.0
NL-BE;2051;hvac;6800.0;6800.0
NL-BE;2051;hvdc;0.0;0.0
NL-DE;2051;hvac;10000.0;10000.0
NL-DE;2051;hvdc;0.0;0.0
NL-DK;2051;hvac;0.0;0.0
NL-DK;2051;hvdc;1400.0;1400.0
NL-NO;2051;hvac;0.0;0.0
NL-NO;2051;hvdc;1400.0;1400.0
NL-UK;2051;hvac;0.0;0.0
NL-UK;2051;hvdc;2000.0;2000.0
NO-DE;2051;hvac;0.0;0.0
NO-DE;2051;hvdc;2800.0;2800.0
NO-DK;2051;hvac;0.0;0.0
NO-DK;2051;hvdc;3264.0;3264.0
NO-FI;2051;hvac;160.0;160.0
NO-FI;2051;hvdc;0.0;0.0
NO-NL;2051;hvac;0.0;0.0
NO-NL;2051;hvdc;1400.0;1400.0
NO-SE;2051;hvac;7390.0;7390.0
NO-SE;2051;hvdc;0.0;0.0
NO-UK;2051;hvac;0.0;0.0
NO-UK;2051;hvdc;2800.0;2800.0
PL-CZ;2051;hvac;2000.0;2000.0
PL-CZ;2051;hvdc;0.0;0.0
PL-DE;2051;hvac;6000.0;6000.0
PL-DE;2051;hvdc;0.0;0.0
PL-LT;2051;hvac;300.0;300.0
PL-LT;2051;hvdc;0.0;0.0
PL-SE;2051;hvac;0.0;0.0
PL-SE;2051;hvdc;1200.0;1200.0
PL-SK;2051;hvac;1788.0;1788.0
PL-SK;2051;hvdc;0.0;0.0
PT-ES;2051;hvac;7000.0;7000.0
PT-ES;2051;hvdc;0.0;0.0
RO-BG;2051;hvac;4000.0;4000.0
RO-BG;2051;hvdc;0.0;0.0
RO-HU;2051;hvac;2800.0;2800.0
RO-HU;2051;hvdc;0.0;0.0
RO-RS;2051;hvac;2600.0;2600.0
RO-RS;2051;hvdc;0.0;0.0
RS-AL;2051;hvac;500.0;500.0
RS-AL;2051;hvdc;0.0;0.0
RS-BA;2051;hvac;1600.0;1600.0
RS-BA;2051;hvdc;0.0;0.0
RS-BG;2051;hvac;800.0;800.0
RS-BG;2051;hvdc;0.0;0.0
RS-HR;2051;hvac;600.0;600.0
RS-HR;2051;hvdc;0.0;0.0
RS-HU;2051;hvac;2780.0;2780.0
RS-HU;2051;hvdc;0.0;0.0
RS-ME;2051;hvac;1000.0;1000.0
RS-ME;2051;hvdc;0.0;0.0
RS-MK;2051;hvac;1200.0;1200.0
RS-MK;2051;hvdc;0.0;0.0
RS-RO;2051;hvac;2600.0;2600.0
RS-RO;2051;hvdc;0.0;0.0
SE-DE;2051;hvac;0.0;0.0
SE-DE;2051;hvdc;1230.0;1230.0
SE-DK;2051;hvac;2600.0;2600.0
SE-DK;2051;hvdc;1430.0;1430.0
SE-FI;2051;hvac;4000.0;4000.0
SE-FI;2051;hvdc;2400.0;2400.0
SE-LT;2051;hvac;0.0;0.0
SE-LT;2051;hvdc;1400.0;1400.0
SE-NO;2051;hvac;7990.0;7990.0
SE-NO;2051;hvdc;0.0;0.0
SE-PL;2051;hvac;0.0;0.0
SE-PL;2051;hvdc;1200.0;1200.0
SI-AT;2051;hvac;1900.0;1900.0
SI-AT;2051;hvdc;0.0;0.0
SI-HR;2051;hvac;3000.0;3000.0
SI-HR;2051;hvdc;0.0;0.0
SI-HU;2051;hvac;2400.0;2400.0
SI-HU;2051;hvdc;0.0;0.0
SI-IT;2051;hvac;1600.0;1600.0
SI-IT;2051;hvdc;0.0;0.0
SK-CZ;2051;hvac;3200.0;3200.0
SK-CZ;2051;hvdc;0.0;0.0
SK-HU;2051;hvac;6130.0;6130.0
SK-HU;2051;hvdc;0.0;0.0
SK-PL;2051;hvac;2220.0;2220.0
SK-PL;2051;hvdc;0.0;0.0
TR-BG;2051;hvac;668.0;668.0
TR-BG;2051;hvdc;0.0;0.0
TR-GR;2051;hvac;1160.0;1160.0
TR-GR;2051;hvdc;0.0;0.0
UK-BE;2051;hvac;0.0;0.0
UK-BE;2051;hvdc;4800.0;4800.0
UK-DE;2051;hvac;0.0;0.0
UK-DE;2051;hvdc;2800.0;2800.0
UK-DK;2051;hvac;0.0;0.0
UK-DK;2051;hvdc;2800.0;2800.0
UK-FR;2051;hvac;0.0;0.0
UK-FR;2051;hvdc;8000.0;8000.0
UK-IE;2051;hvac;2400.0;2400.0
UK-IE;2051;hvdc;2000.0;2000.0
UK-NL;2051;hvac;0.0;0.0
UK-NL;2051;hvdc;2000.0;2000.0
UK-NO;2051;hvac;0.0;0.0
UK-NO;2051;hvdc;2800.0;2800.0
AT-DE;2031;h2_pipeline;0.0;0.0
AT-IT;2031;h2_pipeline;0.0;0.0
AT-SI;2031;h2_pipeline;0.0;0.0
AT-SK;2031;h2_pipeline;0.0;0.0
BE-DE;2031;h2_pipeline;0.0;0.0
BE-FR;2031;h2_pipeline;0.0;0.0
BE-LU;2031;h2_pipeline;0.0;0.0
BE-NL;2031;h2_pipeline;0.0;0.0
BG-GR;2031;h2_pipeline;0.0;0.0
BG-RO;2031;h2_pipeline;0.0;0.0
CH-IT;2031;h2_pipeline;0.0;0.0
CZ-DE;2031;h2_pipeline;0.0;0.0
CZ-SK;2031;h2_pipeline;0.0;0.0
DE-AT;2031;h2_pipeline;0.0;0.0
DE-BE;2031;h2_pipeline;0.0;0.0
DE-CZ;2031;h2_pipeline;0.0;0.0
DE-DK;2031;h2_pipeline;0.0;0.0
DE-FI;2031;h2_pipeline;0.0;0.0
DE-FR;2031;h2_pipeline;0.0;0.0
DE-NL;2031;h2_pipeline;0.0;0.0
DE-PL;2031;h2_pipeline;0.0;0.0
DK-DE;2031;h2_pipeline;0.0;0.0
EE-FI;2031;h2_pipeline;0.0;0.0
EE-LV;2031;h2_pipeline;0.0;0.0
ES-FR;2031;h2_pipeline;0.0;0.0
ES-IT;2031;h2_pipeline;0.0;0.0
ES-PT;2031;h2_pipeline;0.0;0.0
FI-DE;2031;h2_pipeline;0.0;0.0
FI-EE;2031;h2_pipeline;0.0;0.0
FI-FI;2031;h2_pipeline;0.0;0.0
FI-SE;2031;h2_pipeline;0.0;0.0
FR-BE;2031;h2_pipeline;0.0;0.0
FR-DE;2031;h2_pipeline;0.0;0.0
FR-ES;2031;h2_pipeline;0.0;0.0
GR-BG;2031;h2_pipeline;0.0;0.0
HR-HU;2031;h2_pipeline;0.0;0.0
HR-SI;2031;h2_pipeline;0.0;0.0
HU-HR;2031;h2_pipeline;0.0;0.0
HU-RO;2031;h2_pipeline;0.0;0.0
HU-SI;2031;h2_pipeline;0.0;0.0
HU-SK;2031;h2_pipeline;0.0;0.0
IT-AT;2031;h2_pipeline;0.0;0.0
